customer_id,product_parent,star_rating,helpful_votes,total_votes,product_category_encoded,review_sentiment,review_body,product_category
52893911,700966379,1.0,1.0,1.0,0,negative,junk errors out each time i tried to save spent 2 days on phone with tech support gave up ask for refund and was declined i guess they think we have time to waste with useless tech support  dont buy this bunk,Digital_Software
4370650,644882216,5.0,0.0,0.0,0,positive,not for me,Digital_Software
33491355,257797979,5.0,0.0,0.0,0,positive,no doubt about it dragon premium 13 is the best dragon yet now if we could get microsoft onboard to build operating systems compatable with the worlds software i could use dragon 13 on my other computers,Digital_Software
44113676,242489943,4.0,0.0,0.0,0,positive,thank you,Digital_Software
2582792,326097401,5.0,0.0,1.0,0,positive,good,Digital_Software
42756761,8655796,5.0,0.0,0.0,0,positive,replace 360 version with security version and feel protected on my smart phone tablet and laptops,Digital_Software
27351172,194449368,4.0,0.0,0.0,0,positive,good product,Digital_Software
46090827,590026224,5.0,0.0,0.0,0,positive,works great and catches virus and any changes of venue such as shopping the net,Digital_Software
36125127,284323980,5.0,1.0,2.0,0,positive,works just fine with windows 10,Digital_Software
12310766,873411739,5.0,0.0,0.0,0,positive,easy installation  seems to catch all kinds of malware  have not had a problem with popups since i bought itbr i would highly recommend,Digital_Software
2839215,608720080,4.0,0.0,0.0,0,positive,not bad for free,Digital_Software
1687991,353990569,1.0,0.0,1.0,0,negative,this isnt the online book its just a bunch of quiz questions or some nonsense what the hell very misleading,Digital_Software
26842555,288022677,4.0,1.0,3.0,0,positive,okay,Digital_Software
48958828,672725528,5.0,0.0,0.0,0,positive,norton per usual is fantastic with their customer support plus this product works,Digital_Software
23208852,232554866,5.0,0.0,0.0,0,positive,great and easy to use when its on amazon,Digital_Software
38645024,252934214,3.0,0.0,0.0,0,neutral,it works great but it takes too long to update itself and slows the system,Digital_Software
53070414,958546923,5.0,0.0,2.0,0,positive,expensive but better than the companys price,Digital_Software
2701611,774133855,5.0,0.0,0.0,0,positive,paid 12 of what i expected to pay,Digital_Software
17944542,530918923,1.0,0.0,0.0,0,negative,i am having the same issue it did not link to my current account waste of money,Digital_Software
45613658,171988462,5.0,0.0,0.0,0,positive,first time user the switch from turbotax was easy and flawless product is as good as turbotax but at a fraction of the cost,Digital_Software
18001233,201884757,1.0,1.0,5.0,0,negative,i dont like the new windows there is a lot of glitches i went back to windows 7 would like my money back,Digital_Software
19152144,192514908,1.0,0.0,0.0,0,negative,i never got past the installationthe installer ignored my denial of permission to allow it to change my default search engine the software installer tried to do it anyway and luckily it was halted by my security software,Digital_Software
14856716,513440048,1.0,0.0,0.0,0,negative,didnt download got no help trying to make it work waste of time and money,Digital_Software
13944402,439266477,2.0,3.0,5.0,0,negative,if you did a free upgrade from microsoft and you change motherboardcpu you have to reinstall previous windows versioneven if your previous version was a full windows 7,Digital_Software
2320642,18937073,5.0,0.0,1.0,0,positive,i love the software gives you all kinds of options to make a video for youtube or for your own personal use,Digital_Software
16893911,194449368,4.0,0.0,0.0,0,positive,quick and easy made filing much easier,Digital_Software
18174215,811978073,5.0,0.0,2.0,0,positive,buy this every year and i will continue to buy it i also do my kids taxes so i get a bonus,Digital_Software
5208769,162269768,1.0,0.0,0.0,0,negative,it would never download to my computer  total waste of money,Digital_Software
35268364,344841406,4.0,4.0,4.0,0,positive,excellent software that does a great job of providing powerful features for home editing  the price is a little bit on the high side  in fact well on the high side resulting in 4 stars rather than the 5 the functionality would otherwise earnbr br you need to have a fairly strong understanding of floor plans wall layering and other basic home building context in order to get the most out of this softwarebr br the 3d navigation keys require some getting used to as they arent the wasd format that is 34borrowed34 from gaming that you see with some other software rather they borrow the fb ud basics from the cad worldbr br one other point of note if you are using any kind of remote desktop that doesnt transport 34after34 the graphics pipeline eg cant render 3d graphics then communicate the screen  like windows rdp and some citrix implementations you will not be able to use any of the 3d render features and you will get an error every time that you go in to edit one of the layered objects eg walls or windows because the render on each one of those is 3d,Digital_Software
2182557,232554866,5.0,0.0,0.0,0,positive,office worked for me so i dont have any complaints,Digital_Software
11825363,272538715,1.0,0.0,0.0,0,negative,trashserial dont worksexpired,Digital_Software
13376158,925385625,4.0,0.0,0.0,0,positive,ive been using quicken for over 15 years and i am always apprehensive when it comes time to update to a newer version if you have never used quicken before i would rate this a 5 star if you are an experienced user doing an upgrade i would rate this a 3 as there really is not any new functionality or if there is i cant see it for the tasks i perform with quickenbr br i made a backup of my existing file and proceeded to install installation went without a hitch and i didnt even need the backup as this installation recognized my file and took over from there with the conversion process the conversion took some time to complete so if you are doing an upgrade go find something to do around the house vs sitting there staring at your computerbr br for the new user this is one heck of a bookkeeping package i highly recommend setting up the interface with your banks investment accounts etc and have it automatically download to your software assign the categories and after you get a good three months or so worth of data you can start seeing the resultsbr br new users  absolutely buy this now existing users wait until the last possible minute before you have the required upgrade,Digital_Software
12348870,327971727,1.0,2.0,2.0,0,negative,does not work files dont preview files come through corrupted including files that werent deleted and normally work fine total rip off,Digital_Software
43703080,652069521,1.0,1.0,1.0,0,negative,i have been a daily pc user for many years now  i remember back in the windows 95 through millenium days when programs just  didnt  work well all of the time  in those days as many of you recall programs were prone to glitch freeze crash and become corrupted  its wasnt the norm but it was regular enough that you really had to be adept at troubleshooting and reinstalling programs  these days though we rarely have a computer program crash let alone become corrupted  after all this is 2015 and those kinds of problems are a decade or more behind us rightbr br wrong if youre a quickbooks user,Digital_Software
4322935,134021495,5.0,0.0,0.0,0,positive,i love this hotspot i have my ps3 my iphone my wifes iphone and a few other devices attached to it it help because i use my brothers connection 3 appartments away i recommend to everyone thanks for the service connectify,Digital_Software
592887,460584253,1.0,0.0,1.0,0,negative,software does not allow you to set up specific recording times nor does it allow motion activated recording  just a waste of money,Digital_Software
39895734,840924237,1.0,0.0,0.0,0,negative,this program does nothing that i could use,Digital_Software
11733628,608720080,4.0,0.0,0.0,0,positive,good,Digital_Software
42679352,396670353,1.0,0.0,1.0,0,negative,warningbr i got this product phoned customer service their support was very bad asked me the same questions 5 times ans sent me always to the specialist then i got someone to lock on my computer omg he started by removing a lot of programs that i need it is taking me 2 days to recover from the 5 min intervention that did not work i removed norton now incredible never seen so much incompetance,Digital_Software
46639223,16665562,1.0,1.0,1.0,0,negative,do not buy under any circumstances it sucks ive been a quicken user for over 10 years and just upgraded from quicken 2007 for mac i does not work at all  i can not figure out what the program is doing if anything will not import accounts will not function as a check register it is a royal piece of excrement save your money and do not even think of buying,Digital_Software
24147751,437945060,4.0,0.0,0.0,0,positive,works fine except not for windows 10,Digital_Software
32620085,531153669,1.0,0.0,0.0,0,negative,my computer got infected anyways,Digital_Software
128893,12764369,5.0,0.0,1.0,0,positive,great process mapping functionary nice to download immediately,Digital_Software
38911630,625727240,5.0,0.0,0.0,0,positive,great value,Digital_Software
21627880,23010115,5.0,1.0,1.0,0,positive,im a word perfect dinosaur this version works as well as any ive had and i like the convenience of having the download stored online so i dont have to fuss with remembering product keys,Digital_Software
15949312,644882216,5.0,0.0,0.0,0,positive,good product for improving poor pictures  a  little harder to use than version 2 i was previously using  very good price 69 at costco  recommended for amateur photographers  wish the  34sharpen34 feature would really sharpen the image tho,Digital_Software
7716735,386795082,5.0,0.0,0.0,0,positive,good sw,Digital_Software
50667145,284323980,5.0,0.0,2.0,0,positive,does what i wanted it to do,Digital_Software
38713083,880437537,2.0,0.0,1.0,0,negative,even though this was suppose to run on windows 81 i could not get it to run correctly  after several emails  the software company offered me a refund,Digital_Software
36538591,16665562,2.0,0.0,0.0,0,negative,what intuit does not tell you is that the mac version does not allow the accountants copy to be uploaded via the web nor the accountants changes to be downloaded from the web,Digital_Software
20576816,644882216,5.0,0.0,0.0,0,positive,i upgraded from elements 8 many improvements highly recommended,Digital_Software
15293426,936160497,3.0,0.0,0.0,0,neutral,ok,Digital_Software
24367402,383426331,5.0,0.0,0.0,0,positive,as expected,Digital_Software
18177367,42668324,4.0,0.0,0.0,0,positive,i like turbo tax easy to use and it always tells me what i need to know,Digital_Software
16872630,989256226,2.0,3.0,3.0,0,negative,bought program to create a newsletter tried to make a template i could save and later populate with monthly submissions so as to not remake 100 of newsletter every month saved copy of template vanished into computer when i finally found it the program didnt recognize it and wouldnt open it emailed for support on another subject and got a decent response after a few days on that subject remade templates multiple times only to find that only one page had been saved out of three etc i finally went back and purchased another copy of ms publisher to try and get the newsletter done in less than an hour i had my template and saved it it opens and has no issues i pull it up to cut and paste submissions into it without problem it works almost intuitively at this point pageplus just seemed to make everything an issue somehow they have lots of online videos to explain thingsbut what is the use if the work you save vanishes and can be pulled up or opened after you close it is it me i dont know adobe products and ms products dont seem to give me this problem,Digital_Software
5239356,65804941,5.0,0.0,0.0,0,positive,received product and was spending my return before i received my statement from my credit card company,Digital_Software
14831685,925385625,2.0,0.0,0.0,0,negative,without notification intuit has changed password requirements although 34computer literate34 i havent a clue as to how to access my account ive spent over an hour trying to do 34the usual34 went to a quickenintuit help site and received the message that it is 34down34 ive been an intuit user for decades but have seen deterioration in customer support,Digital_Software
47208219,16665562,3.0,0.0,0.0,0,neutral,i prefer the older version and its applications not too crazy about this version maybe after i get used to it i will like it better,Digital_Software
51937386,550306665,5.0,0.0,0.0,0,positive,great security package  you dont need antivirus for ios devices unless you jail break them  i feel very comfortable with this software on my mac and pc  runs updates and has caught viruses that other programs i had did not,Digital_Software
4914703,106182406,1.0,2.0,4.0,0,negative,did nothing for my computer,Digital_Software
51127779,799436664,5.0,1.0,2.0,0,positive,works ok,Digital_Software
26431209,400883115,5.0,0.0,0.0,0,positive,worked as advertised,Digital_Software
52380818,27168115,1.0,0.0,0.0,0,negative,amazon sent me a non working product key and no way to get a serial number i am now in adobe support hell trying to get this product to activate i wish i could return it,Digital_Software
42355443,925385625,3.0,0.0,0.0,0,neutral,wasnt impressed with the new program,Digital_Software
17643595,973770663,5.0,1.0,2.0,0,positive,great program great price,Digital_Software
28075522,769084754,2.0,20.0,20.0,0,negative,this is a great product for photographers however i would like to reiterate what many other reviewers have said here do not buy this plan from amazon as there is some serious technical issue in the communication channel between amazon and adobebr br i tried to subscribe it twice with an existing adobe id on which i was running the trial plan and it did not work i then created a new adobe id through amazon and i was able to subscribe successfully however after a month and half amazon abruptly cancelled the plan without my consent keep in mind that this plan offers lightroom mobile  a killer feature that lets you sync low res version of photos to a sharable cloud canceling your plan at the wrong time may risk loosing all those photosbr br i subscribed to this plan during the prime day sale with a 40 amazon credit that was still due i was able to get that credit and another 10 inconvenience credit after haggling with customer care execs however i do not want to renew the subscription through amazon i went and subscribed to it through adobe that is what i recommend everyone to do until amazon sorts this issue outbr br as far as the product is concerned its pretty stellar you get the latest version of lightroom and photoshop i use lightroom for all my post processing needs and it works great with raw files,Digital_Software
1619411,745075269,5.0,0.0,0.0,0,positive,ok,Digital_Software
42622115,925385625,3.0,0.0,0.0,0,neutral,ok,Digital_Software
28633825,625727240,5.0,1.0,1.0,0,positive,it is a very good product i recommend it to all,Digital_Software
34717520,831433899,2.0,1.0,1.0,0,negative,extremely slow upload speed,Digital_Software
7716735,915569085,5.0,0.0,0.0,0,positive,easy to use,Digital_Software
2014869,284323980,4.0,0.0,1.0,0,positive,works like it is suppose to,Digital_Software
28977958,925385625,5.0,0.0,0.0,0,positive,use it daily but only to store check in formation and print checks to pay bills,Digital_Software
3973167,134021495,5.0,0.0,0.0,0,positive,awesome app,Digital_Software
29914788,8655796,5.0,0.0,0.0,0,positive,works great,Digital_Software
21375663,232554866,5.0,0.0,0.0,0,positive,no problem downloaded without a problem,Digital_Software
13801641,983268954,5.0,0.0,0.0,0,positive,perfect in its simplicity and output,Digital_Software
10947687,492664171,4.0,0.0,0.0,0,positive,every thing seemed to work fine so farbr of course it is tough to tell what i covered and what is issue requires you to buy the upgradebr br more clarity on that in the alert would be good,Digital_Software
20053448,464708225,5.0,3.0,3.0,0,positive,i downloaded many different webcam software for a tryout none of the software had so much features or as easy to use as this debut video capture software,Digital_Software
51809481,900071268,1.0,0.0,0.0,0,negative,worthless doesnt work right and have no support,Digital_Software
27580456,492664171,1.0,0.0,0.0,0,negative,made the mistake of trying system mechanic free trial on windows 10 even though i vaguely recall it being crap on an xp system years ago well its still crap  went back to using tuneup utilities and very happy with it,Digital_Software
51639005,283542968,5.0,0.0,0.0,0,positive,simple effective inexpensive,Digital_Software
31727464,792378313,5.0,0.0,0.0,0,positive,im an architect and helping in a non profit rehab center corel hs is just perfect for the  things we need to do for our group we can prepare the guides and writings in a professional fashion and easily print them we tried some other very expensivebr software but it was complex and not asbr friendly as corel hs  the price wasbr what we can afford and functionality isbr great we are happy and havent found any flaw working with it,Digital_Software
5390457,954978294,1.0,0.0,0.0,0,negative,if you want a free audio tool use audacity use audacity use audacity it works great i made tons of song with it because fl studio 12 is hell too work with recording,Digital_Software
8269464,249773946,4.0,0.0,0.0,0,positive,i like this product but it was extremely frustrating to purchase this product  i was trying to get the student product because i am enrolled in college but amazon would not let me get it at the student price without some kind of proof that i am a student  also the site they provided was not very user friendly when i tried going through the process of uploading my student id  i spent about ten dollars more than i would have had to other wise  though i like this product it was extremely difficult to download  i had a different product on my computer and it was required to conduct an uninstall before installing the new product  the problem is every time it began the uninstall it froze my computer  it took about two days to figure it out  after constantly fighting with the software and hard rebooting i decided to try doing it in safe mode with internet  this was a working ingredient that solved it all  it would be nice if norton actually gave this a warning or problem solver before installation  the uninstall program was so frustrating that i was not able to get online at to receive help,Digital_Software
13886999,58929318,1.0,1.0,4.0,0,negative,wont work,Digital_Software
41888811,393429204,5.0,0.0,0.0,0,positive,great software for beginner or pro,Digital_Software
51308244,8655796,5.0,0.0,0.0,0,positive,this product is a great musthave for every pc owner who wants to keep his pc virusfree and running smoothly,Digital_Software
15488596,284323980,3.0,2.0,3.0,0,neutral,didnt work after installation each program would quit right away error message 34microsoft xxx 2013 has stopped working34 after wasting a lot of time i had to uninstall abbyy finereader hope this helps someone,Digital_Software
41356631,18959494,1.0,1.0,2.0,0,negative,worst check software i have ever used ms money was so simple to use this thing fights you on every transaction i wish i could return this and get my money back,Digital_Software
29619467,840924237,2.0,0.0,0.0,0,negative,not what i expected,Digital_Software
11845083,925385625,1.0,0.0,3.0,0,negative,no good,Digital_Software
16812968,13256150,5.0,0.0,1.0,0,positive,easy to use love the alarm reminder i have windows 10 perfect,Digital_Software
22833196,306022575,5.0,4.0,4.0,0,positive,an absolutely  essential  product  have used it with great success for years  i highly recommend it  pcmatic and pcmaticcom,Digital_Software
47105456,831433899,1.0,4.0,4.0,0,negative,the desktop application is complete garbage  you cant choose where your uploads actually get uploaded to so if you want to sync up your files say a 34pictures34 folder you have to upload the whole folder and hope the app is smart enough to figure out what the duplicates are  its a nightmare to try and organize anything,Digital_Software
11199490,608720080,5.0,0.0,0.0,0,positive,for this to be a free product its worth the upgrade,Digital_Software
13055326,644882216,5.0,0.0,0.0,0,positive,i updated from pe 10 there are nice features about this edition,Digital_Software
12175004,325816739,2.0,0.0,0.0,0,negative,hard to load,Digital_Software
106466,490456974,1.0,3.0,3.0,0,negative,didnt give me access waste of 25 complete scam,Digital_Software
17235523,189849256,1.0,1.0,1.0,0,negative,downloading and installing outlook 2013 professional took repeated attempts even though i activated it immediately im now getting a message that after about 18 months i needed to activate it again since this was supposed to be a lifetime edition which was purchased 172014 this doesnt make any sensebr i finally decided to 34reactive34 and received notice that the product key was not valid nor was it suitable for a 64 bit system i even double checked my office account that product key is correct and the fact that i was operating windows 81 also a 64 bit system at the time i installed it has me perplexed i suspected that since i upgraded windows 10 several weeks ago that could be the problem but it didnt occur until today so im not sure thats the reason at some point ill probably be locked out and need to purchase another copy probably from another source and a possibly a different version preferably with a real installation disc that doesnt take 3 hours to install multiple times,Digital_Software
26788420,83095852,1.0,2.0,3.0,0,negative,its nothing but advertising to buy the product,Digital_Software
14217926,932244232,1.0,0.0,0.0,0,negative,worst document management application i have every used  i regret the purchase and would not recommend it to anyonebr this program consistently hangs and stops responding,Digital_Software
42622115,534964191,3.0,0.0,0.0,0,neutral,ok,Digital_Software
22358344,325816739,5.0,0.0,0.0,0,positive,the software  works as described  protects  my pc i am satisfied with the overall performance of the product,Digital_Software
5535946,801860929,5.0,0.0,0.0,0,positive,my favorite tax software  amazons anytime availability is great  a couple years ago my computer crashed and my tax program was nowhere to be found when it came back  a piece of cake  just went back to amazon selected the item form my past orders list and three clicks later i was back up and running and fortunate the data file could be found so my 34fix34 was seamless,Digital_Software
48279079,306022575,5.0,6.0,6.0,0,positive,i was very surprised how many things the program monitors its not only for the computer dummy but the expert that doesnt want to spend a lot of computer time 34house cleaning34 the software,Digital_Software
19750954,190179119,1.0,1.0,2.0,0,negative,version 12 crashes at any given moment while editing videos or slideshows  at this point ive lost hours worth of work  absolutely unreliable,Digital_Software
35335782,249773946,5.0,0.0,0.0,0,positive,seems to be doing what its suppose to do and that make me a very happy person,Digital_Software
42636194,306022575,4.0,5.0,5.0,0,positive,great product recommend,Digital_Software
26431209,249773946,5.0,0.0,0.0,0,positive,worked as advertised,Digital_Software
50817237,962800663,1.0,0.0,0.0,0,negative,i would give this an f if i could  i had forgotten that i had tried this several years ago and had the exact same problems windows explorer would not work when it was running therefore you can not open your browsers without disabling the software i honestly wonder if it is not actually russian spyware  and i am not kidding  it is an absolute bear to get it out of the registry and it has all kinds of stubborn hidden attributes  i spent half the morning getting it loaded and then the other half of the day getting it off of my computer even though i choose to use the custom option when the software loaded it still installed things i told it not to i just wasted 3000 and a whole day,Digital_Software
14952009,521201578,4.0,0.0,0.0,0,positive,i need a product for both home use and business use  this is the only product i have been able to find  it was also the best price,Digital_Software
4923631,8655796,5.0,0.0,0.0,0,positive,it has already found several viruses and taken care of the problems,Digital_Software
15867312,792378313,5.0,0.0,0.0,0,positive,the program does everything i expected it to do awesome design program its like a mix between photoshop and illustrator,Digital_Software
39895734,300683234,1.0,1.0,2.0,0,negative,this program does nothing that i could use,Digital_Software
12975480,690011452,3.0,1.0,2.0,0,neutral,something that this post dont say is that the cloud storage is installed by mcafee central to install mcafee personal locker in a pc and the only way to download if you need it in your pc is by windows store with an online user if you have windows 8 or 81 forget to install because an error occurs if you have a windows local user dont work too i always use an local user to restrict microsoft to send information about my computer and deactivate all options in the private aacuterea in this case microsoft request information if you use windows 8 81 or 10 after that mcafee works decently the firewall is very good the true key only works with internet explorer or chrome not firefox and i only use firefox   then two apps that i cant use mcafee personal locker wasting 1gb storage space and true key with firefox to storage my passwords the antivirus runs great detects any issue and give me a customized way to control my pc i contacted the support team to try fix the error when i tried to install mcafee central with windows 81 pro but without success first i detect what happen and i could install the mcafee central without any help then finally i take the decision if i want backup my files then i need to finish my raid 1 solution in my workstation because i tried with norton with backup too but they removed some necessary options like the firewall with a tiny firewall that cant protect you at 100,Digital_Software
27825308,373399086,1.0,2.0,2.0,0,negative,waste of my time,Digital_Software
7689507,235293272,4.0,1.0,1.0,0,positive,i rely on this program now to plan meals from recipes in its library or from the internet so easy to integrate and create shopping list  the support is first class which is of high priority for me  any probems are always attended to immediately,Digital_Software
44151429,8655796,3.0,0.0,0.0,0,neutral,i prefer a hard copy but it is a code thing anymorei still love nortons and will continue to use it,Digital_Software
44885703,940364436,5.0,1.0,1.0,0,positive,was fast and what we wanted thanks,Digital_Software
29059295,787322026,1.0,2.0,2.0,0,negative,i wasnt able to recover deleted messages which is why i purchased the software this product is very expensive and works well with recovering contacts but thats it,Digital_Software
44283560,811978073,1.0,2.0,3.0,0,negative,do not believe the accuracy guarantee seal  it is not worth the paint it is painted with on the boxbr the calculations on my return were incorrect causing a serious underpayment on my state taxesbr i contacted intuit and filed a claim and they refused to take responsibility for their errors at all various tax analysts claimed that the forms were incorrect irs liked the forms just fine input was wrong all the fields were entered exactly right and finally that 34turbotax does not handle that situation34  except that the situation was described right there on the box as something turbotax is designed to deal withbr br bad product lies about the guarantee incoherent support,Digital_Software
17524695,366848529,5.0,0.0,0.0,0,positive,used turbo tax for years and the premier program is great,Digital_Software
51325713,996404290,5.0,1.0,1.0,0,positive,cookn is the best cooking software and customer support i cant imagine keeping software compatible with pc and apple operating systems as new versions are released but cookn is right on it they clearly care about the product and the customer not only do they keep up with changes in operating systems but they also continue to improve the cookn software while i usually use the software at home my many many cookbooks sync through the cookn cloud with my ipad and iphone if i want to browse my recipes when im away from my computer to get familiar with the various features of the software download the user manual or watch the video tutorials on the dvo web site if you have a problem or a suggestion contact them ive found them to be very responsive,Digital_Software
25664949,325816739,5.0,0.0,0.0,0,positive,i have been using kaspersky products for many years and have been a very satisfied customer if you want to browse the internet securely use kaspersky it has been rated 1 by the independent test labs for many years new features include private browsing and change control their total security product includes encryption secure file shredding and online backup,Digital_Software
18878211,608720080,1.0,0.0,0.0,0,negative,does nothing,Digital_Software
28392440,608720080,4.0,0.0,0.0,0,positive,5star product 1 for the frequent adds that pop up guess thats fair for a good and free product,Digital_Software
16500346,608720080,5.0,0.0,0.0,0,positive,good buy,Digital_Software
34017045,235293272,5.0,1.0,1.0,0,positive,much much more than a cookbook  this is an awesome program that can give nutritional data on recipes  you can upload internet recipes or type in your own recipes and have the program list out a shopping list or nutritional data  customer support is wonderful and quickly responsive to your concerns  i now have access to more recipes than i will ever be able to use  you need to go to dvo enterprises website and check out all the features  i highly recommend this program for any chefs of lay cooks like myself  it does have a few issues with windows 10 but it is windows 10 issues with permissions on the document folder that is microsofts bug,Digital_Software
7689507,996404290,4.0,1.0,1.0,0,positive,i am happy with this software and now cannot do without it weekly to choose meals from own library or internet and create shopping list  it is comforting to know that any queries or problems are always attended to straight away which to me is a high priority,Digital_Software
20881348,23010115,1.0,0.0,2.0,0,negative,not compatible on macbook  please refund so that i can remove the one star  refund,Digital_Software
